delta_v,delta_treasury(3Y)t,delta_treasury(3Y)t-1,delta_treasury(1Y)t,delta_treasury(1Y)t-1,deltaAAAt,deltaAAAt-1,deltaAAplt,deltaAAplt-1,deltaAAmit,deltaAAmit-1,deltaAplt,deltaAplt-1,deltaAt,deltaAt-1,deltaAmit,deltaAmit-1,deltaAAt,deltaAAt-1
0.00011,-0.009,0.005,-0.012,-0.001,0.009,-0.005,0.009,-0.005,0.009,-0.005,0.009,-0.005,0.009,-0.005,0.009,-0.005,0.009,-0.005
0.00046,0.002,-0.009,0,-0.012,-0.002,0.009,-0.002,0.009,-0.002,0.009,-0.002,0.009,-0.002,0.009,-0.002,0.009,-0.002,0.009
0.00242,0.015,0.002,-0.002,0,-0.015,-0.002,-0.015,-0.002,-0.015,-0.002,-0.015,-0.002,-0.015,-0.002,-0.015,-0.002,-0.015,-0.002
0.00076,-0.009,0.015,-0.002,-0.002,0.009,-0.015,0.009,-0.015,0.009,-0.015,0.009,-0.015,0.009,-0.015,0.009,-0.015,0.009,-0.015
0.0005,0.026,-0.009,-0.002,-0.002,-0.026,0.009,-0.026,0.009,-0.026,0.009,-0.026,0.009,-0.026,0.009,-0.026,0.009,-0.026,0.009
9.00E-05,0.026,0.026,0.004,-0.002,-0.026,-0.026,-0.026,-0.026,-0.036,-0.026,-0.036,-0.026,-0.036,-0.026,-0.036,-0.026,-0.036,-0.026
-0.00028,-0.006,0.026,0.006,0.004,0.006,-0.026,0.006,-0.026,0.006,-0.036,0.006,-0.036,0.006,-0.036,0.006,-0.036,0.006,-0.036
1.00E-05,-0.017,-0.006,-0.007,0.006,0.017,0.006,0.017,0.006,0.017,0.006,0.017,0.006,0.017,0.006,0.017,0.006,0.017,0.006
2.00E-05,0,-0.017,-0.011,-0.007,-0.01,0.017,-0.01,0.017,-0.01,0.017,-0.01,0.017,-0.01,0.017,-0.01,0.017,-0.01,0.017
-9.00E-05,0.007,0,0.002,-0.011,-0.007,-0.01,-0.007,-0.01,-0.007,-0.01,-0.007,-0.01,-0.007,-0.01,-0.007,-0.01,-0.007,-0.01
-6.00E-05,-0.033,0.007,0,0.002,0.023,-0.007,0.023,-0.007,0.023,-0.007,0.023,-0.007,0.023,-0.007,0.023,-0.007,0.023,-0.007
0.00024,-0.001,-0.033,-0.008,0,0.001,0.023,0.001,0.023,0.001,0.023,0.001,0.023,0.001,0.023,0.001,0.023,0.001,0.023
-5.00E-05,-0.012,-0.001,0.001,-0.008,0.012,0.001,0.012,0.001,0.012,0.001,0.012,0.001,0.012,0.001,0.012,0.001,0.012,0.001
-0.00046,0.014,-0.012,0.008,0.001,-0.014,0.012,-0.014,0.012,-0.014,0.012,-0.014,0.012,-0.014,0.012,-0.014,0.012,-0.014,0.012
-0.00022,-0.009,0.014,0.003,0.008,0.009,-0.014,0.009,-0.014,0.009,-0.014,0.009,-0.014,0.009,-0.014,0.009,-0.014,0.009,-0.014
8.00E-05,0.015,-0.009,0.003,0.003,-0.015,0.009,-0.015,0.009,-0.015,0.009,-0.015,0.009,-0.015,0.009,-0.015,0.009,-0.015,0.009
-6.00E-05,-0.01,0.015,0.005,0.003,0.01,-0.015,0.01,-0.015,0.01,-0.015,0.01,-0.015,0.01,-0.015,0.01,-0.015,0.01,-0.015
0.00023,-0.004,-0.01,-0.001,0.005,0.004,0.01,0.004,0.01,0.004,0.01,0.004,0.01,0.004,0.01,0.004,0.01,0.004,0.01
-0.00021,-0.005,-0.004,0,-0.001,0.005,0.004,0.005,0.004,0.005,0.004,0.005,0.004,0.005,0.004,0.005,0.004,0.005,0.004
3.00E-05,-0.014,-0.005,-0.007,0,0.014,0.005,0.014,0.005,0.014,0.005,0.014,0.005,0.014,0.005,0.014,0.005,0.014,0.005
0.00058,0.003,-0.014,-0.002,-0.007,-0.003,0.014,-0.003,0.014,-0.003,0.014,-0.003,0.014,-0.003,0.014,-0.003,0.014,-0.003,0.014
3.00E-05,-0.016,0.003,0,-0.002,0.016,-0.003,0.016,-0.003,0.016,-0.003,0.016,-0.003,0.016,-0.003,0.016,-0.003,0.016,-0.003
-0.0006,-0.015,-0.016,0,0,0.015,0.016,0.015,0.016,0.015,0.016,0.015,0.016,0.015,0.016,0.015,0.016,0.015,0.016
-0.00028,-0.007,-0.015,-0.007,0,0.007,0.015,0.007,0.015,0.007,0.015,0.007,0.015,0.007,0.015,0.007,0.015,0.007,0.015
0.00039,-0.002,-0.007,-0.002,-0.007,0.002,0.007,0.002,0.007,0.002,0.007,0.002,0.007,0.002,0.007,0.002,0.007,0.002,0.007
0.0004,0.016,-0.002,0,-0.002,-0.016,0.002,-0.016,0.002,-0.016,0.002,-0.016,0.002,-0.016,0.002,-0.016,0.002,-0.016,0.002
-0.00184,-0.005,0.016,-0.001,0,0.005,-0.016,0.005,-0.016,0.005,-0.016,0.005,-0.016,0.005,-0.016,0.005,-0.016,0.005,-0.016
-6.00E-05,0.065,-0.005,0.014,-0.001,-0.065,0.005,-0.065,0.005,-0.065,0.005,-0.065,0.005,-0.065,0.005,-0.065,0.005,-0.065,0.005
0.00011,-0.036,0.065,0,0.014,0.036,-0.065,0.036,-0.065,0.036,-0.065,0.036,-0.065,0.036,-0.065,0.036,-0.065,0.036,-0.065
-0.00028,0.02,-0.036,-0.007,0,-0.02,0.036,-0.02,0.036,-0.02,0.036,-0.02,0.036,-0.02,0.036,-0.02,0.036,-0.02,0.036
0.00011,0.001,0.02,-0.007,-0.007,-0.001,-0.02,-0.001,-0.02,-0.001,-0.02,-0.001,-0.02,-0.001,-0.02,-0.001,-0.02,-0.001,-0.02
-0.00084,0.013,0.001,0.008,-0.007,-0.013,-0.001,-0.013,-0.001,-0.013,-0.001,-0.013,-0.001,-0.013,-0.001,-0.013,-0.001,-0.013,-0.001
0.00021,-0.012,0.013,0,0.008,0.012,-0.013,0.012,-0.013,0.012,-0.013,0.012,-0.013,0.012,-0.013,0.012,-0.013,0.012,-0.013
3.00E-05,0.002,-0.012,0,0,-0.002,0.012,-0.002,0.012,-0.002,0.012,-0.002,0.012,-0.002,0.012,-0.002,0.012,-0.002,0.012
-2.00E-05,0.007,0.002,0,0,-0.007,-0.002,-0.007,-0.002,-0.007,-0.002,-0.007,-0.002,-0.007,-0.002,-0.007,-0.002,-0.007,-0.002
-0.00417,0.009,0.007,0.003,0,-0.009,-0.007,-0.009,-0.007,-0.009,-0.007,-0.009,-0.007,-0.009,-0.007,-0.009,-0.007,-0.009,-0.007
0,-0.013,0.009,0.006,0.003,0.013,-0.009,0.013,-0.009,0.013,-0.009,0.013,-0.009,0.013,-0.009,0.013,-0.009,0.013,-0.009
0.0001,-0.002,-0.013,0,0.006,0.012,0.013,0.012,0.013,0.012,0.013,0.012,0.013,0.012,0.013,0.012,0.013,0.012,0.013
-0.00023,-0.005,-0.002,-0.001,0,0.005,0.012,0.005,0.012,0.005,0.012,0.005,0.012,0.005,0.012,0.005,0.012,0.005,0.012
-0.00014,0.03,-0.005,0.005,-0.001,-0.03,0.005,-0.03,0.005,-0.03,0.005,-0.03,0.005,-0.03,0.005,-0.03,0.005,-0.03,0.005
-0.00035,-0.011,0.03,0.004,0.005,0.011,-0.03,0.011,-0.03,0.011,-0.03,0.011,-0.03,0.011,-0.03,0.011,-0.03,0.011,-0.03
0.00018,-0.002,-0.011,-0.004,0.004,0.002,0.011,0.002,0.011,0.002,0.011,0.002,0.011,0.002,0.011,0.002,0.011,0.002,0.011
-2.00E-05,0.018,-0.002,0.001,-0.004,-0.018,0.002,-0.018,0.002,-0.018,0.002,-0.018,0.002,-0.018,0.002,-0.018,0.002,-0.018,0.002
-0.00225,0.024,0.018,0.004,0.001,-0.024,-0.018,-0.024,-0.018,-0.024,-0.018,-0.024,-0.018,-0.024,-0.018,-0.024,-0.018,-0.024,-0.018
-0.00039,0.005,0.024,-0.002,0.004,-0.005,-0.024,-0.005,-0.024,-0.005,-0.024,-0.005,-0.024,-0.005,-0.024,-0.005,-0.024,-0.005,-0.024
-0.00015,0.005,0.005,0,-0.002,-0.005,-0.005,-0.005,-0.005,-0.005,-0.005,-0.005,-0.005,-0.005,-0.005,-0.005,-0.005,-0.005,-0.005
-0.00074,0.031,0.005,0.007,0,-0.031,-0.005,-0.031,-0.005,-0.031,-0.005,-0.031,-0.005,-0.031,-0.005,-0.031,-0.005,-0.031,-0.005
1.00E-05,-0.025,0.031,-0.002,0.007,0.025,-0.031,0.025,-0.031,0.025,-0.031,0.025,-0.031,0.025,-0.031,0.025,-0.031,0.025,-0.031
2.00E-05,0.006,-0.025,-0.004,-0.002,-0.006,0.025,-0.006,0.025,-0.006,0.025,-0.006,0.025,-0.006,0.025,-0.006,0.025,-0.006,0.025
2.00E-05,0,0.006,-0.005,-0.004,0,-0.006,0,-0.006,0,-0.006,0,-0.006,0,-0.006,0,-0.006,0,-0.006
-4.00E-05,-0.017,0,-0.001,-0.005,0.017,0,0.017,0,0.017,0,0.017,0,0.017,0,0.017,0,0.017,0
-1.00E-05,0.005,-0.017,-0.001,-0.001,-0.005,0.017,-0.005,0.017,-0.005,0.017,-0.005,0.017,-0.005,0.017,-0.005,0.017,-0.005,0.017
-4.00E-05,0.004,0.005,-0.001,-0.001,-0.004,-0.005,-0.004,-0.005,-0.004,-0.005,-0.004,-0.005,-0.004,-0.005,-0.004,-0.005,-0.004,-0.005
6.00E-05,-0.008,0.004,-0.005,-0.001,0.008,-0.004,0.008,-0.004,0.008,-0.004,0.008,-0.004,0.008,-0.004,0.008,-0.004,0.008,-0.004
2.00E-05,0.001,-0.008,-0.002,-0.005,0.009,0.008,0.009,0.008,0.009,0.008,0.009,0.008,0.009,0.008,0.009,0.008,0.009,0.008
-3.00E-05,-0.007,0.001,0.001,-0.002,0.007,0.009,0.007,0.009,0.007,0.009,0.007,0.009,0.007,0.009,0.007,0.009,0.007,0.009
0.00022,-0.019,-0.007,-0.006,0.001,0.019,0.007,0.019,0.007,0.019,0.007,0.019,0.007,0.019,0.007,0.019,0.007,0.019,0.007
-0.00022,-0.001,-0.019,-0.001,-0.006,0.001,0.019,0.001,0.019,0.001,0.019,0.001,0.019,0.001,0.019,0.001,0.019,0.001,0.019
3.00E-05,-0.011,-0.001,-0.004,-0.001,0.011,0.001,0.011,0.001,0.011,0.001,0.011,0.001,0.011,0.001,0.011,0.001,0.011,0.001
0.00206,0.02,-0.011,0.002,-0.004,-0.02,0.011,-0.02,0.011,-0.02,0.011,-0.02,0.011,-0.02,0.011,-0.02,0.011,-0.02,0.011
-3.00E-05,-0.017,0.02,-0.014,0.002,0.017,-0.02,0.017,-0.02,0.017,-0.02,0.017,-0.02,0.017,-0.02,0.017,-0.02,0.017,-0.02
-0.00011,0.011,-0.017,0.003,-0.014,-0.011,0.017,-0.011,0.017,-0.011,0.017,-0.011,0.017,-0.011,0.017,-0.011,0.017,-0.011,0.017
-0.00033,0.001,0.011,-0.001,0.003,-0.001,-0.011,-0.001,-0.011,-0.001,-0.011,-0.001,-0.011,-0.001,-0.011,-0.001,-0.011,-0.001,-0.011
0.00063,0.009,0.001,0,-0.001,-0.019,-0.001,-0.019,-0.001,-0.019,-0.001,-0.019,-0.001,-0.019,-0.001,-0.019,-0.001,-0.019,-0.001
2.00E-05,-0.003,0.009,0.001,0,0.003,-0.019,0.003,-0.019,0.003,-0.019,0.003,-0.019,0.003,-0.019,0.003,-0.019,0.003,-0.019
-0.00064,0.007,-0.003,-0.003,0.001,-0.007,0.003,-0.007,0.003,-0.007,0.003,-0.007,0.003,-0.007,0.003,-0.007,0.003,-0.007,0.003
-0.00014,0.005,0.007,-0.007,-0.003,-0.005,-0.007,-0.005,-0.007,-0.005,-0.007,-0.005,-0.007,-0.005,-0.007,-0.005,-0.007,-0.005,-0.007
0.00068,0.03,0.005,0.005,-0.007,-0.03,-0.005,-0.03,-0.005,-0.03,-0.005,-0.03,-0.005,-0.03,-0.005,-0.03,-0.005,-0.03,-0.005
7.00E-05,0.033,0.03,0.005,0.005,-0.033,-0.03,-0.033,-0.03,-0.033,-0.03,-0.033,-0.03,-0.033,-0.03,-0.033,-0.03,-0.033,-0.03
0.00174,0.028,0.033,0.03,0.005,-0.028,-0.033,-0.028,-0.033,-0.028,-0.033,-0.028,-0.033,-0.028,-0.033,-0.028,-0.033,-0.028,-0.033
0.0002,-0.009,0.028,0.003,0.03,0.009,-0.028,0.009,-0.028,0.009,-0.028,0.009,-0.028,0.009,-0.028,0.009,-0.028,0.009,-0.028
0.0002,-0.02,-0.009,0.002,0.003,0.02,0.009,0.02,0.009,0.02,0.009,0.02,0.009,0.02,0.009,0.02,0.009,0.02,0.009
0.00012,-0.002,-0.02,0,0.002,0.002,0.02,0.002,0.02,0.002,0.02,0.002,0.02,0.002,0.02,0.002,0.02,0.002,0.02
-0.00021,0.019,-0.002,0.017,0,-0.019,0.002,-0.019,0.002,-0.019,0.002,-0.019,0.002,-0.019,0.002,-0.019,0.002,-0.019,0.002
0,-0.02,0.019,-0.005,0.017,0.02,-0.019,0.02,-0.019,0.02,-0.019,0.02,-0.019,0.02,-0.019,0.02,-0.019,0.02,-0.019
-0.00014,-0.024,-0.02,-0.008,-0.005,0.024,0.02,0.024,0.02,0.024,0.02,0.024,0.02,0.024,0.02,0.024,0.02,0.024,0.02
-6.00E-05,0.007,-0.024,-0.001,-0.008,-0.007,0.024,-0.007,0.024,-0.007,0.024,-0.007,0.024,-0.007,0.024,-0.007,0.024,-0.007,0.024
-0.0001,0.019,0.007,0.008,-0.001,-0.019,-0.007,-0.019,-0.007,-0.019,-0.007,-0.019,-0.007,-0.019,-0.007,-0.019,-0.007,-0.019,-0.007
0,-0.006,0.019,0.002,0.008,0.006,-0.019,0.006,-0.019,0.006,-0.019,0.006,-0.019,0.006,-0.019,0.006,-0.019,0.006,-0.019
8.00E-05,0.004,-0.006,0,0.002,-0.004,0.006,-0.004,0.006,-0.004,0.006,-0.004,0.006,-0.004,0.006,-0.004,0.006,-0.004,0.006
6.00E-05,-0.046,0.004,-0.012,0,0.046,-0.004,0.046,-0.004,0.046,-0.004,0.046,-0.004,0.046,-0.004,0.046,-0.004,0.046,-0.004
-2.00E-05,0.003,-0.046,0.001,-0.012,-0.003,0.046,-0.003,0.046,-0.003,0.046,-0.003,0.046,-0.003,0.046,-0.003,0.046,-0.003,0.046
8.00E-05,0.014,0.003,0.007,0.001,-0.014,-0.003,-0.014,-0.003,-0.014,-0.003,-0.014,-0.003,-0.014,-0.003,-0.014,-0.003,-0.014,-0.003
-5.00E-05,-0.02,0.014,-0.014,0.007,0.02,-0.014,0.02,-0.014,0.02,-0.014,0.02,-0.014,0.02,-0.014,0.02,-0.014,0.02,-0.014
0.00073,-0.005,-0.02,-0.001,-0.014,0.005,0.02,0.005,0.02,0.005,0.02,0.005,0.02,0.005,0.02,0.005,0.02,0.005,0.02
-0.00062,0,-0.005,-0.006,-0.001,0,0.005,0,0.005,0,0.005,0,0.005,0,0.005,0,0.005,0,0.005
-3.00E-05,0.035,0,0.013,-0.006,-0.035,0,-0.035,0,-0.035,0,-0.035,0,-0.035,0,-0.035,0,-0.035,0
0.00061,-0.002,0.035,-0.005,0.013,0.002,-0.035,0.002,-0.035,0.002,-0.035,0.002,-0.035,0.002,-0.035,0.002,-0.035,0.002,-0.035
-1.00E-05,-0.005,-0.002,-0.006,-0.005,0.005,0.002,0.005,0.002,0.005,0.002,0.005,0.002,0.005,0.002,0.005,0.002,0.005,0.002
-0.00074,0.007,-0.005,0.008,-0.006,-0.007,0.005,-0.007,0.005,-0.007,0.005,-0.007,0.005,-0.007,0.005,-0.007,0.005,-0.007,0.005
-0.00364,-0.024,0.007,-0.006,0.008,0.024,-0.007,0.024,-0.007,0.024,-0.007,0.024,-0.007,0.024,-0.007,0.024,-0.007,0.024,-0.007
-5.00E-05,-0.001,-0.024,0.002,-0.006,0.001,0.024,0.001,0.024,0.001,0.024,0.001,0.024,0.001,0.024,0.001,0.024,0.001,0.024
4.00E-05,-0.004,-0.001,0.002,0.002,0.004,0.001,0.004,0.001,0.004,0.001,0.004,0.001,0.004,0.001,0.004,0.001,0.004,0.001
-0.00017,-0.011,-0.004,-0.005,0.002,0.011,0.004,0.011,0.004,0.011,0.004,0.011,0.004,0.011,0.004,0.011,0.004,0.011,0.004
0.00098,0,-0.011,-0.004,-0.005,0,0.011,0,0.011,0,0.011,0,0.011,0,0.011,0,0.011,0,0.011
-0.00026,-0.003,0,0,-0.004,0.003,0,0.003,0,0.003,0,0.003,0,0.003,0,0.003,0,0.003,0
-6.00E-05,0.003,-0.003,0.003,0,-0.003,0.003,-0.003,0.003,-0.003,0.003,-0.003,0.003,-0.003,0.003,-0.003,0.003,-0.003,0.003
-9.00E-05,0.037,0.003,0.004,0.003,-0.037,-0.003,-0.037,-0.003,-0.037,-0.003,-0.037,-0.003,-0.037,-0.003,-0.037,-0.003,-0.037,-0.003
-3.00E-05,-0.004,0.037,0.008,0.004,0.004,-0.037,0.004,-0.037,0.004,-0.037,0.004,-0.037,0.004,-0.037,0.004,-0.037,0.004,-0.037
1.00E-05,0.006,-0.004,0.006,0.008,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004
0.00018,-0.006,0.006,-0.008,0.006,0.006,0.004,0.006,0.004,0.006,0.004,0.006,0.004,0.006,0.004,0.006,0.004,0.006,0.004
-0.00023,0.011,-0.006,0,-0.008,-0.011,0.006,-0.011,0.006,-0.011,0.006,-0.011,0.006,-0.011,0.006,-0.011,0.006,-0.011,0.006
-0.00017,0.046,0.011,0.012,0,-0.046,-0.011,-0.046,-0.011,-0.046,-0.011,-0.046,-0.011,-0.046,-0.011,-0.046,-0.011,-0.046,-0.011
-4.00E-05,0.055,0.046,0.021,0.012,-0.055,-0.046,-0.055,-0.046,-0.055,-0.046,-0.055,-0.046,-0.055,-0.046,-0.055,-0.046,-0.055,-0.046
0.00151,0.001,0.055,0.027,0.021,-0.001,-0.055,-0.001,-0.055,-0.001,-0.055,-0.001,-0.055,-0.001,-0.055,-0.001,-0.055,-0.001,-0.055
-0.00091,0,0.001,-0.006,0.027,0,-0.001,0,-0.001,0,-0.001,0,-0.001,0,-0.001,0,-0.001,0,-0.001
0.00013,0.05,0,0.018,-0.006,-0.05,0,-0.05,0,-0.05,0,-0.05,0,-0.05,0,-0.05,0,-0.05,0
-0.00043,-0.009,0.05,0.001,0.018,0.009,-0.05,0.009,-0.05,0.009,-0.05,0.009,-0.05,0.009,-0.05,0.009,-0.05,0.009,-0.05
-6.00E-05,-0.029,-0.009,-0.003,0.001,0.029,0.009,0.029,0.009,0.029,0.009,0.029,0.009,0.029,0.009,0.029,0.009,0.029,0.009
-5.00E-05,0.016,-0.029,0.001,-0.003,-0.016,0.029,-0.016,0.029,-0.016,0.029,-0.016,0.029,-0.016,0.029,-0.016,0.029,-0.016,0.029
-0.00016,0.011,0.016,0.018,0.001,-0.011,-0.016,-0.011,-0.016,-0.011,-0.016,-0.011,-0.016,-0.011,-0.016,-0.011,-0.016,-0.011,-0.016
0.00023,0.02,0.011,0.005,0.018,-0.02,-0.011,-0.02,-0.011,-0.02,-0.011,-0.02,-0.011,-0.02,-0.011,-0.02,-0.011,-0.02,-0.011
0.0002,-0.012,0.02,0.001,0.005,0.012,-0.02,0.012,-0.02,0.012,-0.02,0.012,-0.02,0.012,-0.02,0.012,-0.02,0.012,-0.02
-0.00014,0.071,-0.012,0.008,0.001,-0.071,0.012,-0.071,0.012,-0.071,0.012,-0.071,0.012,-0.071,0.012,-0.071,0.012,-0.071,0.012
-0.00026,0.082,0.071,0.125,0.008,-0.082,-0.071,-0.082,-0.071,-0.082,-0.071,-0.082,-0.071,-0.082,-0.071,-0.082,-0.071,-0.082,-0.071
-0.0001,-0.056,0.082,-0.009,0.125,0.056,-0.082,0.056,-0.082,0.056,-0.082,0.056,-0.082,0.056,-0.082,0.056,-0.082,0.056,-0.082
-0.00049,0.025,-0.056,0.013,-0.009,-0.025,0.056,-0.025,0.056,-0.025,0.056,-0.025,0.056,-0.025,0.056,-0.025,0.056,-0.025,0.056
0.00011,0.037,0.025,0.012,0.013,-0.037,-0.025,-0.037,-0.025,-0.037,-0.025,-0.037,-0.025,-0.037,-0.025,-0.037,-0.025,-0.037,-0.025
1.00E-05,0.088,0.037,0.01,0.012,-0.088,-0.037,-0.088,-0.037,-0.088,-0.037,-0.088,-0.037,-0.088,-0.037,-0.088,-0.037,-0.088,-0.037
0.00031,-0.018,0.088,0.029,0.01,0.018,-0.088,0.018,-0.088,0.018,-0.088,0.018,-0.088,0.018,-0.088,0.018,-0.088,0.018,-0.088
0.001,-0.027,-0.018,-0.013,0.029,0.027,0.018,0.027,0.018,0.027,0.018,0.027,0.018,0.027,0.018,0.027,0.018,0.027,0.018
-0.00079,0.027,-0.027,0.023,-0.013,-0.027,0.027,-0.027,0.027,-0.027,0.027,-0.027,0.027,-0.027,0.027,-0.027,0.027,-0.027,0.027
3.00E-05,-0.024,0.027,0.016,0.023,0.024,-0.027,0.024,-0.027,0.024,-0.027,0.024,-0.027,0.024,-0.027,0.024,-0.027,0.024,-0.027
0.00011,-0.014,-0.024,-0.029,0.016,0.014,0.024,0.014,0.024,0.014,0.024,0.014,0.024,0.014,0.024,0.014,0.024,0.014,0.024
-0.00018,0.007,-0.014,-0.01,-0.029,-0.007,0.014,-0.007,0.014,-0.007,0.014,-0.007,0.014,-0.007,0.014,-0.007,0.014,-0.007,0.014
1.00E-05,0.019,0.007,0.004,-0.01,-0.019,-0.007,-0.019,-0.007,-0.019,-0.007,-0.019,-0.007,-0.019,-0.007,-0.019,-0.007,-0.019,-0.007
-0.00267,-0.019,0.019,0.008,0.004,0.019,-0.019,0.019,-0.019,0.019,-0.019,0.019,-0.019,0.019,-0.019,0.019,-0.019,0.019,-0.019
-0.00218,0.018,-0.019,-0.006,0.008,-0.018,0.019,-0.018,0.019,-0.018,0.019,-0.018,0.019,-0.018,0.019,-0.018,0.019,-0.018,0.019
-0.00086,-0.004,0.018,0.001,-0.006,0.004,-0.018,0.004,-0.018,0.004,-0.018,0.004,-0.018,0.004,-0.018,0.004,-0.018,0.004,-0.018
-0.00037,0.01,-0.004,-0.002,0.001,-0.01,0.004,-0.01,0.004,-0.01,0.004,-0.01,0.004,-0.01,0.004,-0.01,0.004,-0.01,0.004
6.00E-05,0.023,0.01,0.026,-0.002,-0.023,-0.01,-0.023,-0.01,-0.023,-0.01,-0.023,-0.01,-0.023,-0.01,-0.023,-0.01,-0.023,-0.01
9.00E-05,0.031,0.023,0.012,0.026,-0.031,-0.023,-0.031,-0.023,-0.031,-0.023,-0.031,-0.023,-0.031,-0.023,-0.031,-0.023,-0.031,-0.023
2.00E-05,-0.034,0.031,0.017,0.012,0.034,-0.031,0.034,-0.031,0.034,-0.031,0.034,-0.031,0.034,-0.031,0.034,-0.031,0.034,-0.031
0.0001,-0.006,-0.034,-0.006,0.017,0.006,0.034,0.006,0.034,0.006,0.034,0.006,0.034,0.006,0.034,0.006,0.034,0.006,0.034
-8.00E-05,0.003,-0.006,0.006,-0.006,-0.003,0.006,-0.003,0.006,-0.003,0.006,-0.003,0.006,-0.003,0.006,-0.003,0.006,-0.003,0.006
-0.00043,-0.018,0.003,-0.007,0.006,0.028,-0.003,0.028,-0.003,0.028,-0.003,0.028,-0.003,0.028,-0.003,0.028,-0.003,0.028,-0.003
0,0,-0.018,0,-0.007,0,0.028,0,0.028,0,0.028,0,0.028,0,0.028,0,0.028,0,0.028
-0.00028,0.014,0,0.011,0,-0.014,0,-0.014,0,-0.014,0,-0.014,0,-0.014,0,-0.014,0,-0.014,0
0.00186,-0.036,0.014,0.004,0.011,0.036,-0.014,0.036,-0.014,0.036,-0.014,0.036,-0.014,0.036,-0.014,0.036,-0.014,0.036,-0.014
4.00E-05,0.035,-0.036,-0.002,0.004,-0.035,0.036,-0.035,0.036,-0.035,0.036,-0.035,0.036,-0.035,0.036,-0.035,0.036,-0.035,0.036
1.00E-05,-0.016,0.035,0.014,-0.002,0.016,-0.035,0.016,-0.035,0.016,-0.035,0.016,-0.035,0.016,-0.035,0.016,-0.035,0.016,-0.035
0.0015,-0.034,-0.016,-0.003,0.014,0.264,0.016,0.264,0.016,0.264,0.016,0.264,0.016,0.264,0.016,0.264,0.016,0.264,0.016
3.00E-05,-0.007,-0.034,-0.009,-0.003,0.007,0.264,0.007,0.264,0.007,0.264,0.007,0.264,0.007,0.264,0.007,0.264,0.007,0.264
0.00036,-0.037,-0.007,-0.015,-0.009,0.037,0.007,0.037,0.007,0.037,0.007,0.037,0.007,0.037,0.007,0.037,0.007,0.037,0.007
-7.00E-05,0.006,-0.037,0.001,-0.015,-0.006,0.037,-0.006,0.037,-0.006,0.037,-0.006,0.037,-0.006,0.037,-0.006,0.037,-0.006,0.037
0.00057,0.002,0.006,0.011,0.001,-0.002,-0.006,-0.002,-0.006,-0.002,-0.006,-0.002,-0.006,-0.002,-0.006,-0.002,-0.006,-0.002,-0.006
6.00E-05,0.029,0.002,0,0.011,-0.039,-0.002,-0.029,-0.002,-0.029,-0.002,-0.029,-0.002,-0.029,-0.002,-0.029,-0.002,-0.029,-0.002
-0.0022,-0.028,0.029,0.006,0,0.028,-0.039,0.028,-0.029,0.028,-0.029,0.028,-0.029,0.028,-0.029,0.028,-0.029,0.028,-0.029
-0.00013,0.01,-0.028,-0.005,0.006,-0.01,0.028,-0.01,0.028,-0.01,0.028,-0.01,0.028,-0.01,0.028,-0.01,0.028,-0.01,0.028
7.00E-05,0,0.01,0.003,-0.005,0,-0.01,0,-0.01,0,-0.01,0,-0.01,0,-0.01,0,-0.01,0,-0.01
0.00013,-0.007,0,-0.007,0.003,0.017,0,0.017,0,0.017,0,0.017,0,0.017,0,0.017,0,0.017,0
0.00014,-0.01,-0.007,0.001,-0.007,0.02,0.017,0.02,0.017,0.02,0.017,0.02,0.017,0.02,0.017,0.02,0.017,0.02,0.017
2.00E-05,0.001,-0.01,-0.001,0.001,-0.001,0.02,-0.001,0.02,-0.001,0.02,-0.001,0.02,-0.001,0.02,-0.001,0.02,-0.001,0.02
-5.00E-05,0.002,0.001,-0.005,-0.001,-0.002,-0.001,-0.002,-0.001,-0.002,-0.001,-0.002,-0.001,-0.002,-0.001,-0.002,-0.001,-0.002,-0.001
-6.00E-05,-0.002,0.002,0.014,-0.005,0.002,-0.002,0.002,-0.002,0.002,-0.002,0.002,-0.002,0.002,-0.002,0.002,-0.002,0.002,-0.002
7.00E-05,0.012,-0.002,0.009,0.014,-0.012,0.002,-0.012,0.002,-0.012,0.002,-0.012,0.002,-0.012,0.002,-0.012,0.002,-0.012,0.002
0.00192,0.007,0.012,0.01,0.009,-0.007,-0.012,-0.007,-0.012,-0.007,-0.012,-0.007,-0.012,-0.007,-0.012,-0.007,-0.012,-0.007,-0.012
7.00E-05,-0.01,0.007,0.007,0.01,0.01,-0.007,0.01,-0.007,0.01,-0.007,0.01,-0.007,0.01,-0.007,0.01,-0.007,0.01,-0.007
0.00051,0.007,-0.01,0.003,0.007,-0.007,0.01,-0.007,0.01,-0.007,0.01,-0.007,0.01,-0.007,0.01,-0.007,0.01,-0.007,0.01
5.00E-05,0.037,0.007,0.012,0.003,-0.037,-0.007,-0.037,-0.007,-0.037,-0.007,-0.037,-0.007,-0.037,-0.007,-0.037,-0.007,-0.037,-0.007
0.00019,-0.002,0.037,0.023,0.012,0.002,-0.037,0.002,-0.037,0.002,-0.037,0.002,-0.037,0.002,-0.037,0.002,-0.037,0.002,-0.037
0.00025,0.021,-0.002,0.003,0.023,-0.021,0.002,-0.021,0.002,-0.021,0.002,-0.021,0.002,-0.021,0.002,-0.021,0.002,-0.021,0.002
